data,ticker,fechamento_ajustado,EV_EBIT,ROIC,EBIT_EV,valor_de_mercado,year,month
2012-11-30,AUTM3,17.31,9.90773,0.09489,0.10093129304088827,2266344000.0,2012,11
2012-12-28,AUTM3,20.41,11.74737,0.09489,0.0851254365870829,2646586160.0,2012,12
2013-01-31,AUTM3,21.32,12.34434,0.09489,0.08100878621295265,2769976000.0,2013,1
2013-02-28,AUTM3,19.9,12.19205,0.09489,0.08202066100450703,2738499000.0,2013,2
2013-03-28,AUTM3,20.02,11.73222,0.0836,0.08523536040067438,2596222960.0,2013,3
2013-04-30,AUTM3,20.57,11.95583,0.0836,0.0836412026601248,2644068000.0,2013,4
2013-05-31,AUTM3,20.18,11.57122,0.08686,0.08642131080387375,2593704800.0,2013,5
2013-06-28,AUTM3,17.81,10.11515,0.08686,0.09886160857723317,2271380320.0,2013,6
2013-07-31,AUTM3,17.97,10.18922,0.08592,0.09814293930251776,2241162400.0,2013,7
2013-08-30,AUTM3,19.44,11.1967,0.08592,0.08931202943724491,2479128520.0,2013,8
2013-09-30,AUTM3,18.41,10.34914,0.08592,0.09662638634707811,2278934800.0,2013,9
2013-10-31,AUTM3,17.38,9.67431,0.07763,0.1033665450042432,2153026800.0,2013,10
2013-11-29,AUTM3,17.38,9.92688,0.07763,0.1007365859162194,2215980800.0,2013,11
2013-12-30,AUTM3,17.18,9.82585,0.07763,0.10177236574952803,2190799200.0,2013,12
2014-01-31,AUTM3,16.59,9.49751,0.07763,0.10529075515582505,2108959000.0,2014,1
2014-02-28,AUTM3,15.55,9.08329,0.07763,0.11009226833008745,2005714440.0,2014,2
2014-03-31,AUTM3,15.9,9.63109,0.06849,0.10383040756549881,1974237440.0,2014,3
2014-04-30,AUTM3,18.5,10.97237,0.06849,0.09113801302726758,2326779840.0,2014,4
2014-05-30,AUTM3,18.78,10.29428,0.07852,0.09714132508538723,2364552240.0,2014,5
2014-06-30,AUTM3,19.0,10.36303,0.07852,0.0964968739837673,2384697520.0,2014,6
2014-07-31,AUTM3,19.08,9.85713,0.07902,0.10144940768763322,2393511080.0,2014,7
2014-08-29,AUTM3,19.31,9.9846,0.07902,0.10015423752578971,2431283480.0,2014,8
2014-09-30,AUTM3,19.35,9.9761,0.07902,0.10023957257846251,2428765320.0,2014,9
2014-10-13,AUTM3,19.7,10.15031,0.07902,0.09851915852816319,2480387600.0,2014,10
2020-12-30,AVLL3,23.6,-3.56888,-0.27788,-0.2801999506848087,270998304.0,2020,12
2021-01-29,AVLL3,21.93,-3.5105,-0.27788,-0.2848597065945022,251821729.0,2021,1
2021-02-26,AVLL3,21.7,-3.50246,-0.27788,-0.28551361043380935,249180644.0,2021,2
2021-03-31,AVLL3,22.0,-3.61201,-0.22161,-0.2768541615333291,456833882.0,2021,3
2021-04-29,AVLL3,25.99,-4.02817,-0.22161,-0.2482516874908457,582586486.0,2021,4
2021-05-31,AVLL3,25.9,-4.73641,-0.20916,-0.21113037089272255,580569065.0,2021,5
2021-06-30,AVLL3,26.39,-4.6608,-0.20916,-0.21455544112598696,560394850.0,2021,6
2021-07-30,AVLL3,27.5,-4.87083,-0.20916,-0.20530381885633456,616434335.0,2021,7
2021-08-31,AVLL3,29.99,-6.07901,-0.19187,-0.16450046964884085,672473820.0,2021,8
2021-09-30,AVLL3,30.0,-6.26775,-0.19187,-0.1595468868413705,714839671.0,2021,9
2021-10-29,AVLL3,31.14,-6.19285,-0.19187,-0.16147654149543425,698027825.0,2021,10
2021-11-30,AVLL3,24.0,-5.39548,-0.23167,-0.18534032189907107,537979056.0,2021,11
2021-12-30,AVLL3,28.0,-5.76586,-0.23167,-0.1734346654271869,627642232.0,2021,12
2022-01-31,AVLL3,29.29,-5.91587,-0.23167,-0.16903684496109617,663955818.0,2022,1
2022-02-25,AVLL3,32.35,-6.16865,-0.23167,-0.16211002407333858,725150936.0,2022,2
2022-03-24,AVLL3,32.3,-6.16402,-0.23167,-0.1622317902926986,724030146.0,2022,3
2022-04-29,AVLL3,27.0,-5.53378,-0.27712,-0.1807083042694144,605226438.0,2022,4
2022-05-31,AVLL3,19.84,-5.24422,-0.28987,-0.19068612682152922,425900086.0,2022,5
2022-06-30,AVLL3,19.9,-5.22485,-0.28987,-0.19139305434605777,421192769.0,2022,6
2022-07-29,AVLL3,19.0,-5.24422,-0.28987,-0.19068612682152922,425900086.0,2022,7
2022-08-31,AVLL3,20.0,-5.36576,-0.32404,-0.1863668893129771,457506356.0,2022,8
2022-09-30,AVLL3,14.37,-4.84502,-0.32404,-0.20639749681115868,329512172.0,2022,9
2022-10-31,AVLL3,9.35,-4.37536,-0.32404,-0.2285526219556791,214070833.0,2022,10
2022-11-30,AVLL3,5.94,-4.7938,-0.30786,-0.2086027785890108,133149816.0,2022,11
2022-12-29,AVLL3,7.03,-4.91153,-0.30786,-0.20360254340297218,157583032.0,2022,12
2023-01-31,AVLL3,9.9,-5.01629,-0.30786,-0.19935051601881074,179326352.0,2023,1
2023-02-23,AVLL3,9.9,-5.2215,-0.30786,-0.19151584793641674,221916361.0,2023,2
2023-03-31,AVLL3,3.14,-4.42118,-0.30786,-0.22618395993829704,55815327.0,2023,3
2023-04-28,AVLL3,2.71,-4.99751,-0.30235,-0.2000996496255135,60746802.0,2023,4
2023-05-31,AVLL3,3.8,-6.86921,-0.25437,-0.14557714788163414,89214860.0,2023,5
2023-06-30,AVLL3,7.04,-7.32811,-0.25437,-0.13646083369381737,156238084.0,2023,6
2023-07-31,AVLL3,7.19,-7.34652,-0.25437,-0.13611886988669467,158927979.0,2023,7
2023-08-31,AVLL3,5.98,-4.29033,-0.46917,-0.23308230369225677,171405126.0,2023,8
2023-09-29,AVLL3,4.87,-4.16876,-0.46917,-0.23987948454696362,139356087.0,2023,9
2023-10-20,AVLL3,4.5,-4.14596,-0.46917,-0.2411986608650349,133346893.0,2023,10
2013-02-19,AZEV3,12.6,9.26322,0.17039,0.10795382167324105,67320000.0,2013,2
2013-03-13,AZEV3,11.9,5.77881,0.27244,0.17304600774207837,63450000.0,2013,3
2013-05-24,AZEV3,11.06,6.87666,0.25841,0.14541943327138465,56970000.0,2013,5
2013-06-07,AZEV3,11.06,6.37209,0.25841,0.15693438102726107,52110000.0,2013,6
2013-11-27,AZEV3,11.66,5.52928,0.28204,0.18085537357485965,51480000.0,2013,11
2013-12-02,AZEV3,11.62,5.46409,0.28204,0.18301309092639398,50850000.0,2013,12
2014-01-21,AZEV3,9.1,4.99845,0.28204,0.20006201922596004,46350000.0,2014,1
2014-02-14,AZEV3,9.1,4.77494,0.28204,0.20942671530951174,44190000.0,2014,2
2014-05-12,AZEV3,9.98,4.64012,0.23998,0.2155116678016948,55260000.0,2014,5
2014-08-05,AZEV3,10.26,3.4721,0.26678,0.28801013795685604,52200000.0,2014,8
2014-09-22,AZEV3,12.04,3.86728,0.26678,0.25857967356902006,57780000.0,2014,9
2015-01-15,AZEV3,11.87,2.86516,0.26596,0.3490206480615393,55800000.0,2015,1
2015-06-08,AZEV3,11.86,3.82249,0.17867,0.2616095790963482,47520000.0,2015,6
2015-08-24,AZEV3,7.17,3.3442,0.17076,0.2990251779199809,39600000.0,2015,8
2015-09-23,AZEV3,7.17,3.18778,0.17076,0.31369793398540674,37800000.0,2015,9
2015-10-20,AZEV3,7.17,2.93752,0.17076,0.34042321413981863,34920000.0,2015,10
2015-12-08,AZEV3,7.17,4.11951,0.15665,0.24274731703527846,37800000.0,2015,12
2016-03-24,AZEV3,7.5,3.87284,0.14266,0.25820844651470237,32220000.0,2016,3
2016-05-25,AZEV3,9.0,3.73617,0.15532,0.2676537737843835,35100000.0,2016,5
2016-06-23,AZEV3,9.75,3.96678,0.15532,0.2520936376607727,37530000.0,2016,6
2016-07-08,AZEV3,9.75,4.97466,0.15532,0.20101876309134695,48150000.0,2016,7
2016-08-08,AZEV3,12.5,-6.3513,-0.08802,-0.15744808149512698,52920000.0,2016,8
2016-11-01,AZEV3,12.5,-2.03223,-0.34268,-0.4920702873198407,41040000.0,2016,11
2017-03-21,AZEV3,12.4,-2.15445,-0.34268,-0.4641555849520759,44100000.0,2017,3
2017-05-30,AZEV3,12.55,-1.17604,-1.29404,-0.850311213904289,43110000.0,2017,5
2017-06-21,AZEV3,12.4,-1.15725,-1.29404,-0.8641175199827177,41940000.0,2017,6
2018-03-28,AZEV3,12.4,-1.0236,1.5544,-0.9769441187964047,41940000.0,2018,3
2018-04-11,AZEV3,12.35,-1.01279,1.5544,-0.9873715182811836,41130000.0,2018,4
2018-10-31,AZEV3,50.0,-2.38657,1.22365,-0.41901138453931797,137520000.0,2018,10
2018-11-06,AZEV3,45.0,-1.99264,1.22365,-0.501846796210053,109260000.0,2018,11
2018-12-26,AZEV3,45.0,-1.84209,1.22365,-0.5428616408535957,98460000.0,2018,12
2019-01-18,AZEV3,32.5,-1.55856,1.22365,-0.641617903705985,78120000.0,2019,1
2019-02-26,AZEV3,20.0,-1.24994,1.22365,-0.8000384018432884,55980000.0,2019,2
2019-03-29,AZEV3,30.0,-1.46672,0.94885,-0.6817933893312971,71820000.0,2019,3
2019-04-30,AZEV3,16.15,-0.9919,0.94885,-1.0081661457808246,40050000.0,2019,4
2019-05-31,AZEV3,9.35,-0.78341,0.94885,-1.2764708134948493,26100000.0,2019,5
2019-06-28,AZEV3,4.98,-0.63384,0.94885,-1.5776852202448568,16092000.0,2019,6
2019-07-31,AZEV3,5.0,-0.65859,0.94885,-1.5183953597837805,17748000.0,2019,7
2019-08-29,AZEV3,4.77,-0.63088,0.94885,-1.585087496829825,15894000.0,2019,8
2019-09-30,AZEV3,8.0,-0.31078,1.24144,-3.217710277366626,18936000.0,2019,9
2019-10-30,AZEV3,6.2,-0.31008,1.24144,-3.224974200206398,18828000.0,2019,10
2019-11-29,AZEV3,5.21,-0.29587,1.24144,-3.37986277757123,16650000.0,2019,11
2019-12-30,AZEV3,6.72,-0.37065,1.24144,-2.697963037906381,28116000.0,2019,12
2020-01-31,AZEV3,8.25,-0.41185,1.24144,-2.428068471530897,34434000.0,2020,1
2020-02-28,AZEV3,5.82,-0.35051,1.17486,-2.852985649482183,22788000.0,2020,2
2020-03-31,AZEV3,3.5,-0.28525,1.17486,-3.5056967572304996,12996000.0,2020,3
2020-04-30,AZEV3,3.78,-0.31608,1.17486,-3.163756011136421,17622000.0,2020,4
2020-05-29,AZEV3,3.91,-0.32951,1.17486,-3.034809262237868,19638000.0,2020,5
2020-06-30,AZEV3,13.98,-2.27974,0.15808,-0.43864651232158053,41328000.0,2020,6
2020-07-31,AZEV3,12.8,-2.48781,0.13775,-0.4019599567491086,38448000.0,2020,7
2020-08-31,AZEV3,11.1,-2.31105,0.13775,-0.4327037493779884,33300000.0,2020,8
2020-09-30,AZEV3,9.95,-2.23348,0.12402,-0.44773179074807024,29430000.0,2020,9
2020-10-30,AZEV3,11.18,-2.4529,0.12402,-0.4076807044722573,35316000.0,2020,10
2020-11-30,AZEV3,8.89,-2.21498,0.11799,-0.4514713451137256,29016000.0,2020,11
2020-12-30,AZEV3,5.8,-1.97405,0.11799,-0.5065727818444314,22536000.0,2020,12
2021-01-29,AZEV3,6.5,-2.03562,0.11799,-0.4912508228451282,24192000.0,2021,1
2021-02-26,AZEV3,6.4,-2.03963,0.11799,-0.4902850026720533,24300000.0,2021,2
2021-03-31,AZEV3,6.0,-2.06908,0.11799,-0.48330659036866624,25092000.0,2021,3
2021-04-30,AZEV3,6.6,-5663.14985,0.09262,-0.00017658017648959087,113058000.0,2021,4
2021-05-31,AZEV3,7.04,0.8102,-2.41239,1.2342631449024932,127314000.0,2021,5
2021-06-30,AZEV3,6.99,0.8022,-2.41239,1.2465719272001994,126060000.0,2021,6
2021-07-30,AZEV3,6.98,0.8342,-2.41239,1.1987532965715655,131076000.0,2021,7
2021-08-31,AZEV3,6.6,0.77866,-1.95112,1.2842575706983792,115764000.0,2021,8
2021-09-30,AZEV3,4.59,0.61446,-1.95112,1.627445236467793,91674000.0,2021,9
2021-10-29,AZEV3,3.95,0.43271,-1.95112,2.3110166162094705,65010000.0,2021,10
2021-11-30,AZEV3,3.56,1.00074,2.59625,0.9992605471950757,174966000.0,2021,11
2021-12-30,AZEV3,4.9,1.61953,2.59625,0.6174630911437269,246840000.0,2021,12
2022-01-31,AZEV3,4.05,1.17106,2.59625,0.8539272112445135,194749500.0,2022,1
2022-02-25,AZEV3,3.41,0.9648,2.59625,1.0364842454394694,170791500.0,2022,2
2022-03-31,AZEV3,4.09,1.21013,2.59625,0.8263574987811227,199287000.0,2022,3
2022-04-29,AZEV3,3.84,0.37752,0.22506,2.6488662852299214,862141.0,2022,4
2022-05-31,AZEV3,3.65,4.93375,0.22506,0.20268558398783887,166435500.0,2022,5
2022-06-30,AZEV3,2.99,4.23952,0.22506,0.23587575951994566,141207000.0,2022,6
2022-07-29,AZEV3,3.02,4.30944,0.22506,0.23204871166555283,143748000.0,2022,7
2022-08-31,AZEV3,2.7,8.16043,0.18434,0.12254256209537978,131950500.0,2022,8
2022-09-30,AZEV3,2.1,7.06907,0.18434,0.14146132376677553,112348500.0,2022,9
2022-10-31,AZEV3,2.02,6.95791,0.18434,0.14372131861435403,110352000.0,2022,10
2022-11-30,AZEV3,1.65,-15.30204,0.1374,-0.06535076368902447,121777290.0,2022,11
2022-12-29,AZEV3,1.45,-13.80457,0.1374,-0.07243977900072222,106847604.0,2022,12
2023-01-31,AZEV3,2.18,-18.71309,0.1374,-0.05343852885867593,155785469.0,2023,1
2023-02-28,AZEV3,1.55,-15.1616,0.1374,-0.06595609962009287,120377145.0,2023,2
2023-03-31,AZEV3,1.51,-14.24243,0.1374,-0.07021273757357417,111213035.0,2023,3
2023-04-28,AZEV3,1.28,-1.17895,-0.33558,-0.8482123923830528,94739739.0,2023,4
2023-05-31,AZEV3,1.63,-1.412,-0.57969,-0.708215297450425,124019545.0,2023,5
2023-06-30,AZEV3,1.97,-1.63108,-0.57969,-0.6130907129018809,151828900.0,2023,6
2023-07-31,AZEV3,2.15,-1.63829,-0.57969,-0.6103925434446893,152744169.0,2023,7
2023-08-31,AZEV3,2.58,-3.73717,-0.061,-0.267582154410958,210123113.0,2023,8
2023-09-29,AZEV3,2.5,-3.55035,-0.061,-0.2816623713155041,197508841.0,2023,9
2023-10-20,AZEV3,1.97,-3.35603,-0.061,-0.2979711146801429,184388161.0,2023,10
2011-11-29,AZEV4,9.15,6.50751,0.40749,0.15366860750117942,126090000.0,2011,11
2011-12-29,AZEV4,9.56,6.59636,0.40749,0.1515987605285339,127710000.0,2011,12
2012-01-27,AZEV4,9.97,6.6852,0.40749,0.14958415604619157,129330000.0,2012,1
2012-02-08,AZEV4,12.31,7.18866,0.40749,0.1391079839636316,138510000.0,2012,2
2012-03-30,AZEV4,13.73,20.23947,0.17546,0.04940840842176203,144090000.0,2012,3
2012-04-27,AZEV4,13.04,19.87725,0.17546,0.05030877007634356,141390000.0,2012,4
2012-05-31,AZEV4,10.8,18.5546,0.16489,0.0538949909995365,134910000.0,2012,5
2012-06-27,AZEV4,10.16,17.9324,0.16489,0.05576498405121456,130050000.0,2012,6
2012-07-04,AZEV4,11.21,18.46242,0.16489,0.054164080331830816,134190000.0,2012,7
2012-08-24,AZEV4,11.16,17.48342,0.16583,0.057197047259632275,134010000.0,2012,8
2012-09-27,AZEV4,11.44,17.61274,0.16583,0.05677708295245374,135090000.0,2012,9
2012-10-24,AZEV4,10.98,17.3972,0.16583,0.05748051410571816,133290000.0,2012,10
2012-11-30,AZEV4,10.75,17.07388,0.16583,0.05856899544801768,130590000.0,2012,11
2012-12-28,AZEV4,9.06,15.95088,0.17039,0.06269246587022158,125730000.0,2012,12
2013-01-29,AZEV4,13.27,17.84692,0.17039,0.056032077243580405,142290000.0,2013,1
2013-02-28,AZEV4,13.45,9.26322,0.17039,0.10795382167324105,67320000.0,2013,2
2013-03-28,AZEV4,10.29,5.77881,0.27244,0.17304600774207837,63450000.0,2013,3
2013-04-29,AZEV4,12.31,6.47069,0.27244,0.15454302400516792,71370000.0,2013,4
2013-05-29,AZEV4,9.06,6.87666,0.25841,0.14541943327138465,56970000.0,2013,5
2013-06-06,AZEV4,7.82,6.37209,0.25841,0.15693438102726107,52110000.0,2013,6
2013-07-30,AZEV4,7.5,6.24128,0.25841,0.16022354388843316,50850000.0,2013,7
2013-08-28,AZEV4,7.5,5.65203,0.2737,0.1769275817715051,50850000.0,2013,8
2013-09-30,AZEV4,5.72,4.98674,0.2737,0.20053181036107756,44730000.0,2013,9
2013-10-31,AZEV4,7.46,5.57376,0.2737,0.17941210242278102,50130000.0,2013,10
2013-11-27,AZEV4,7.37,5.52928,0.28204,0.18085537357485965,51480000.0,2013,11
2013-12-30,AZEV4,7.23,5.46409,0.28204,0.18301309092639398,50850000.0,2013,12
2014-01-30,AZEV4,7.32,4.99845,0.28204,0.20006201922596004,46350000.0,2014,1
2014-02-28,AZEV4,6.77,4.77494,0.28204,0.20942671530951174,44190000.0,2014,2
2014-03-31,AZEV4,7.5,5.08767,0.23149,0.19655362867481577,47070000.0,2014,3
2014-04-30,AZEV4,9.15,5.3607,0.23149,0.18654280224597536,49770000.0,2014,4
2014-05-30,AZEV4,9.15,4.64012,0.23998,0.2155116678016948,55260000.0,2014,5
2014-06-30,AZEV4,10.2,4.98215,0.23998,0.2007165581124615,59400000.0,2014,6
2014-07-29,AZEV4,9.61,4.78883,0.23998,0.20881927318363777,57060000.0,2014,7
2014-08-29,AZEV4,8.24,3.4721,0.26678,0.28801013795685604,52200000.0,2014,8
2014-09-16,AZEV4,8.78,3.86728,0.26678,0.25857967356902006,57780000.0,2014,9
2014-10-24,AZEV4,9.2,3.98201,0.26678,0.251129454722615,59400000.0,2014,10
2014-11-28,AZEV4,7.92,2.77011,0.26596,0.3609964947240363,54360000.0,2014,11
2014-12-29,AZEV4,8.63,2.9008,0.26596,0.3447324875896305,56340000.0,2014,12
2015-01-09,AZEV4,8.68,2.86516,0.26596,0.3490206480615393,55800000.0,2015,1
2015-02-11,AZEV4,9.1,2.97208,0.26596,0.33646469812387286,57420000.0,2015,2
2015-03-30,AZEV4,8.4,3.21992,0.18842,0.3105667221545877,54720000.0,2015,3
2015-04-30,AZEV4,7.18,3.05532,0.18842,0.32729795896992786,52200000.0,2015,4
2015-05-28,AZEV4,7.07,3.95562,0.17867,0.2528048700330163,49320000.0,2015,5
2015-06-30,AZEV4,6.65,3.82249,0.17867,0.2616095790963482,47520000.0,2015,6
2015-07-31,AZEV4,6.03,3.78254,0.17867,0.2643726173417862,46980000.0,2015,7
2015-08-04,AZEV4,6.88,3.3442,0.17076,0.2990251779199809,39600000.0,2015,8
2015-09-29,AZEV4,6.41,3.18778,0.17076,0.31369793398540674,37800000.0,2015,9
2015-10-30,AZEV4,5.65,2.93752,0.17076,0.34042321413981863,34920000.0,2015,10
2015-11-16,AZEV4,5.94,3.93229,0.15665,0.2543047435463814,36000000.0,2015,11
2015-12-30,AZEV4,6.75,4.11951,0.15665,0.24274731703527846,37800000.0,2015,12
2016-01-29,AZEV4,6.25,3.93229,0.15665,0.2543047435463814,36000000.0,2016,1
2016-02-29,AZEV4,6.0,3.83867,0.15665,0.26050689431495805,35100000.0,2016,2
2016-03-31,AZEV4,5.5,3.87284,0.14266,0.25820844651470237,32220000.0,2016,3
2016-04-29,AZEV4,5.25,3.89132,0.14266,0.25698220655201837,32400000.0,2016,4
2016-05-31,AZEV4,5.75,3.73617,0.15532,0.2676537737843835,35100000.0,2016,5
2016-06-30,AZEV4,6.25,3.96678,0.15532,0.2520936376607727,37530000.0,2016,6
2016-07-29,AZEV4,8.5,4.97466,0.15532,0.20101876309134695,48150000.0,2016,7
2016-08-31,AZEV4,7.6,-6.3513,-0.08802,-0.15744808149512698,52920000.0,2016,8
2016-09-29,AZEV4,6.75,-5.72758,-0.08802,-0.17459380750683537,46800000.0,2016,9
2016-10-31,AZEV4,5.45,-5.43406,-0.08802,-0.1840244678932511,43920000.0,2016,10
2016-11-30,AZEV4,5.15,-2.03223,-0.34268,-0.4920702873198407,41040000.0,2016,11
2016-12-29,AZEV4,5.1,-2.02504,-0.34268,-0.49381740607592933,40860000.0,2016,12
2017-01-31,AZEV4,5.9,-2.14007,-0.34268,-0.4672744349483895,43740000.0,2017,1
2017-02-24,AZEV4,5.75,-2.1185,-0.34268,-0.4720320981826764,43200000.0,2017,2
2017-03-31,AZEV4,5.75,-2.15445,-0.34268,-0.4641555849520759,44100000.0,2017,3
2017-04-28,AZEV4,5.85,-1.55002,-0.67361,-0.6451529657681837,43380000.0,2017,4
2017-05-31,AZEV4,5.7,-1.17604,-1.29404,-0.850311213904289,43110000.0,2017,5
2017-06-30,AZEV4,5.45,-1.15725,-1.29404,-0.8641175199827177,41940000.0,2017,6
2017-07-31,AZEV4,6.15,-1.22661,-1.29404,-0.8152550525431882,46260000.0,2017,7
2017-08-31,AZEV4,5.55,-1.296,-1.82622,-0.7716049382716049,42840000.0,2017,8
2017-09-28,AZEV4,5.5,-1.28355,-1.82622,-0.7790892446729774,42120000.0,2017,9
2017-10-31,AZEV4,5.25,-1.26487,-1.82622,-0.7905950809174066,41040000.0,2017,10
2017-11-30,AZEV4,5.15,-1.28999,-122.07029,-0.7751998077504477,41760000.0,2017,11
2017-12-28,AZEV4,5.3,-1.28376,-122.07029,-0.778961799713342,41400000.0,2017,12
2018-01-26,AZEV4,5.1,-1.27131,-122.07029,-0.7865902100982451,40680000.0,2018,1
2018-02-28,AZEV4,5.0,-1.26508,-122.07029,-0.790463844183767,40320000.0,2018,2
2018-03-28,AZEV4,5.45,-1.0236,1.5544,-0.9769441187964047,41940000.0,2018,3
2018-04-27,AZEV4,5.25,-1.01279,1.5544,-0.9873715182811836,41130000.0,2018,4
2018-05-25,AZEV4,5.0,-1.03039,1.22365,-0.9705063131435671,40230000.0,2018,5
2018-06-29,AZEV4,5.2,-1.04042,1.22365,-0.9611503046846467,40950000.0,2018,6
2018-07-27,AZEV4,4.9,-1.02537,1.22365,-0.9752577118503566,39870000.0,2018,7
2018-08-27,AZEV4,4.75,-1.01784,1.22365,-0.9824726872592942,39330000.0,2018,8
2018-09-28,AZEV4,3.5,-0.95511,1.22365,-1.0469998220100303,34830000.0,2018,9
2018-10-31,AZEV4,14.45,-2.38657,1.22365,-0.41901138453931797,137520000.0,2018,10
2018-11-30,AZEV4,7.15,-1.99264,1.22365,-0.501846796210053,109260000.0,2018,11
2018-12-28,AZEV4,4.85,-1.84209,1.22365,-0.5428616408535957,98460000.0,2018,12
2019-01-31,AZEV4,5.95,-1.55856,1.22365,-0.641617903705985,78120000.0,2019,1
2019-02-28,AZEV4,5.5,-1.24994,1.22365,-0.8000384018432884,55980000.0,2019,2
2019-03-29,AZEV4,4.95,-1.46672,0.94885,-0.6817933893312971,71820000.0,2019,3
2019-04-30,AZEV4,2.85,-0.9919,0.94885,-1.0081661457808246,40050000.0,2019,4
2019-05-31,AZEV4,2.65,-0.78341,0.94885,-1.2764708134948493,26100000.0,2019,5
2019-06-28,AZEV4,1.98,-0.63384,0.94885,-1.5776852202448568,16092000.0,2019,6
2019-07-31,AZEV4,2.45,-0.65859,0.94885,-1.5183953597837805,17748000.0,2019,7
2019-08-30,AZEV4,2.03,-0.63088,0.94885,-1.585087496829825,15894000.0,2019,8
2019-09-30,AZEV4,2.23,-0.31078,1.24144,-3.217710277366626,18936000.0,2019,9
2019-10-31,AZEV4,2.1,-0.31008,1.24144,-3.224974200206398,18828000.0,2019,10
2019-11-29,AZEV4,2.02,-0.29587,1.24144,-3.37986277757123,16650000.0,2019,11
2019-12-30,AZEV4,4.45,-0.37065,1.24144,-2.697963037906381,28116000.0,2019,12
2020-01-31,AZEV4,4.7,-0.41185,1.24144,-2.428068471530897,34434000.0,2020,1
2020-02-28,AZEV4,3.42,-0.35051,1.17486,-2.852985649482183,22788000.0,2020,2
2020-03-31,AZEV4,2.18,-0.28525,1.17486,-3.5056967572304996,12996000.0,2020,3
2020-04-30,AZEV4,2.75,-0.31608,1.17486,-3.163756011136421,17622000.0,2020,4
2020-05-29,AZEV4,3.5,-0.32951,1.17486,-3.034809262237868,19638000.0,2020,5
2020-06-30,AZEV4,4.71,-2.27974,0.15808,-0.43864651232158053,41328000.0,2020,6
2020-07-31,AZEV4,4.26,-2.48781,0.13775,-0.4019599567491086,38448000.0,2020,7
2020-08-31,AZEV4,4.02,-2.31105,0.13775,-0.4327037493779884,33300000.0,2020,8
2020-09-30,AZEV4,3.1,-2.23348,0.12402,-0.44773179074807024,29430000.0,2020,9
2020-10-30,AZEV4,4.22,-2.4529,0.12402,-0.4076807044722573,35316000.0,2020,10
2020-11-30,AZEV4,3.34,-2.21498,0.11799,-0.4514713451137256,29016000.0,2020,11
2020-12-30,AZEV4,3.36,-1.97405,0.11799,-0.5065727818444314,22536000.0,2020,12
2021-01-29,AZEV4,3.47,-2.03562,0.11799,-0.4912508228451282,24192000.0,2021,1
2021-02-26,AZEV4,3.55,-2.03963,0.11799,-0.4902850026720533,24300000.0,2021,2
2021-03-31,AZEV4,3.9,-2.06908,0.11799,-0.48330659036866624,25092000.0,2021,3
2021-04-30,AZEV4,4.89,-5663.14985,0.09262,-0.00017658017648959087,113058000.0,2021,4
2021-05-31,AZEV4,6.05,0.8102,-2.41239,1.2342631449024932,127314000.0,2021,5
2021-06-30,AZEV4,6.1,0.8022,-2.41239,1.2465719272001994,126060000.0,2021,6
2021-07-30,AZEV4,6.44,0.8342,-2.41239,1.1987532965715655,131076000.0,2021,7
2021-08-31,AZEV4,5.26,0.77866,-1.95112,1.2842575706983792,115764000.0,2021,8
2021-09-30,AZEV4,4.3,0.61446,-1.95112,1.627445236467793,91674000.0,2021,9
2021-10-29,AZEV4,2.95,0.43271,-1.95112,2.3110166162094705,65010000.0,2021,10
2021-11-30,AZEV4,2.84,1.00074,2.59625,0.9992605471950757,174966000.0,2021,11
2021-12-30,AZEV4,4.35,1.61953,2.59625,0.6174630911437269,246840000.0,2021,12
2022-01-31,AZEV4,3.39,1.17106,2.59625,0.8539272112445135,194749500.0,2022,1
2022-02-25,AZEV4,3.0,0.9648,2.59625,1.0364842454394694,170791500.0,2022,2
2022-03-31,AZEV4,3.49,1.21013,2.59625,0.8263574987811227,199287000.0,2022,3
2022-04-29,AZEV4,3.12,0.37752,0.22506,2.6488662852299214,862141.0,2022,4
2022-05-31,AZEV4,2.75,4.93375,0.22506,0.20268558398783887,166435500.0,2022,5
2022-06-30,AZEV4,2.45,4.23952,0.22506,0.23587575951994566,141207000.0,2022,6
2022-07-29,AZEV4,2.45,4.30944,0.22506,0.23204871166555283,143748000.0,2022,7
2022-08-31,AZEV4,2.19,8.16043,0.18434,0.12254256209537978,131950500.0,2022,8
2022-09-30,AZEV4,1.98,7.06907,0.18434,0.14146132376677553,112348500.0,2022,9
2022-10-31,AZEV4,2.02,6.95791,0.18434,0.14372131861435403,110352000.0,2022,10
2022-11-30,AZEV4,1.58,-15.30204,0.1374,-0.06535076368902447,121777290.0,2022,11
2022-12-29,AZEV4,1.35,-13.80457,0.1374,-0.07243977900072222,106847604.0,2022,12
2023-01-31,AZEV4,1.96,-18.71309,0.1374,-0.05343852885867593,155785469.0,2023,1
2023-02-28,AZEV4,1.51,-15.1616,0.1374,-0.06595609962009287,120377145.0,2023,2
2023-03-31,AZEV4,1.4,-14.24243,0.1374,-0.07021273757357417,111213035.0,2023,3
2023-04-28,AZEV4,1.2,-1.17895,-0.33558,-0.8482123923830528,94739739.0,2023,4
2023-05-31,AZEV4,1.56,-1.412,-0.57969,-0.708215297450425,124019545.0,2023,5
2023-06-30,AZEV4,1.94,-1.63108,-0.57969,-0.6130907129018809,151828900.0,2023,6
